pair;phd_candidate;supervisor;country;institute;subfield;pmid;owner;position_author_supervisor;concern_methods_tools_devlpmnt_or_review;thesis_year;thesis_title;thesis_link;doi;oa_status;issn;journal;publisher;publication_date_unpaywall;is_open_data;open_data_category;is_open_code;open_data_statements;open_code_statements;downloaded;manual_check_code_th;manual_check_code_mh;identifier;assessment;trn;has_trn_secondary_id;has_trn_abstract;has_trn_ft
28;EsmÃƒÂ© van der Gracht;Frits Koning;Netherlands;Leiden UMC;molecular_biology;28771001;supervisor;last;no;2021;Dissecting the heterogeneity of circulating and tissue-resident memory T cells;https://hdl.handle.net/1887/3245200;10.1021/acs.jafc.7b02557;hybrid;0021-8561,1520-5118;Journal of Agricultural and Food Chemistry;American Chemical Society (ACS);17.08.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
30;Renate M Hoogeveen;E.S.G. Kroes;Netherlands;Amsterdam UMC;vascular_biology;34995986;supervisor;last;no;2021;From targeting major cardiovascular players to precision medicine;https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be;10.1016/j.atherosclerosis.2021.12.008;hybrid;0021-9150;Atherosclerosis;Elsevier BV;01.12.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
30;Renate M Hoogeveen;E.S.G. Kroes;Netherlands;Amsterdam UMC;vascular_biology;29289538;supervisor;last;no;2021;From targeting major cardiovascular players to precision medicine;https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be;10.1016/j.jacl.2017.10.012;hybrid;1933-2874;Journal of Clinical Lipidology;Elsevier BV;01.03.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
30;Renate M Hoogeveen;E.S.G. Kroes;Netherlands;Amsterdam UMC;vascular_biology;32919280;supervisor;last;no;2021;From targeting major cardiovascular players to precision medicine;https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be;10.1016/j.atherosclerosis.2020.08.004;hybrid;0021-9150;Atherosclerosis;Elsevier BV;01.10.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
30;Renate M Hoogeveen;E.S.G. Kroes;Netherlands;Amsterdam UMC;vascular_biology;29728748;supervisor;last;no;2021;From targeting major cardiovascular players to precision medicine;https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be;10.1007/s00259-018-4038-8;hybrid;1619-7070,1619-7089;European Journal of Nuclear Medicine and Molecular Imaging;Springer Science and Business Media LLC;04.05.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
3;Uzair Ali Khan;Hermann Brenner;Germany;Universitat Heidelberg;cancer;30639539;supervisor;last;no;2020;Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus;http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf;10.1016/j.gie.2018.12.021;gold;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
3;Uzair Ali Khan;Hermann Brenner;Germany;Universitat Heidelberg;cancer;32618661;candidate;na;no;2020;Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus;http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf;10.14309/ajg.0000000000000669;open;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
4;Laurent S V Thomas;Franz Schaefer;Germany;Universitat Heidelberg;"paedetrics
paediatrics";32550514;candidate;na;yes;2021;Computer vision and data-analysis solutions for phenotypic screening of small model organisms;http://archiv.ub.uni-heidelberg.de/volltextserver/30804/1/PhDthesis_LaurentThomas.pdf;10.17912/micropub.biology.000215;open;NA;NA;NA;NA;TRUE;general-purpose repository;TRUE;the image for figure 1d is available on zenodo (gierten and gehrig 2019).;"the full source code is contained in a single file entirely written in the imagej macro language.;     source code and documentation are available on github (https://github.com/laulauthom/fiji-roiclicktools).";TRUE;yes;yes;NULL;NA;NA;NA;NA;NA
5;Frank Gabel;Stefan Listl;Germany;Universitat Heidelberg;dentistry;30884363;supervisor;last;no;2020;Empirical methods for causal inference;http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf;10.1016/j.puhe.2019.02.010;closed_;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
10;Anna Suraya;Dennis Nowak;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;30977897;supervisor;last;no;2021;Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia;https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf;10.1111/ane.13102;closed_;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
11;Maximilian Grosch;Sibylle Ziegler;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;neurology;30527092;supervisor;last;no;2021;Metabolic brain connectivity after acute unilateral vestibulopathy: Longitudinal analysis and single subject classification in the rat.;https://edoc.ub.uni-muenchen.de/28874/7/Grosch_Maximilian.pdf;10.1016/j.ejmp.2018.11.009;closed_;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
12;Olena Ivanova;Michael HÃƒÂ¶lscher;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;30890170;candidate;na;no;2021;Formative research - an essential step in developing and adapting health interventions and policies in low- and lower-middle income countries;https://edoc.ub.uni-muenchen.de/28806/7/Ivanova_Olena.pdf;10.1186/s12978-019-0698-5;gold;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;30695682;supervisor;last;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1016/j.clinbiochem.2019.01.007;gold;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
25;Loes Soetens;Jacco Wallinga;Netherlands;Leiden UMC;epidemiology;30529023;supervisor;last;no;2021;Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach;https://hdl.handle.net/1887/3247049;10.1016/j.epidem.2018.10.003;open;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
