pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link,...14,dup,oa_status,issn,journal,publisher,publication_date_unpaywall
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1186/s40478-020-01100-7,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,gold,2051-5960,Acta Neuropathologica Communications,Springer Science and Business Media LLC,2021-01-06
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.1111/hsc.12828,candidate,na,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,hybrid,"0966-0410,1365-2524",Health & Social Care in the Community,Wiley,2019-08-25
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.1016/j.midw.2021.102985,candidate,na,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,hybrid,0266-6138,Midwifery,Elsevier BV,2021-07-01
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.2196/24112,candidate,na,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,gold,2561-326X,JMIR Formative Research,JMIR Publications Inc.,2021-08-04
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.1093/eurpub/ckz150,supervisor,last,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,hybrid,"1101-1262,1464-360X",European Journal of Public Health,Oxford University Press (OUP),2019-09-18
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.1093/rheumatology/keaa537,supervisor,last,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,hybrid,"1462-0324,1462-0332",Rheumatology,Oxford University Press (OUP),2020-09-18
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.1093/ije/dyaa273,supervisor,last,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,hybrid,"0300-5771,1464-3685",International Journal of Epidemiology,Oxford University Press (OUP),2021-01-11
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.3390/ijerph18052454,supervisor,last,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,gold,1660-4601,International Journal of Environmental Research and Public Health,MDPI AG,2021-03-02
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.3390/ijerph18020493,supervisor,last,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,gold,1660-4601,International Journal of Environmental Research and Public Health,MDPI AG,2021-01-09
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.1016/j.drugpo.2021.103129,supervisor,last,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,hybrid,0955-3959,International Journal of Drug Policy,Elsevier BV,2021-06-01
52,marloes eline derksen,anton e kunst,the netherlands,amsterdam umc,public health,10.1093/ije/dyaa219,supervisor,last,no,2022,quitting to win,https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af,NA,FALSE,closed,"0300-5771,1464-3685",International Journal of Epidemiology,Oxford University Press (OUP),2020-12-23
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1016/j.clinimag.2019.10.007,candidate,na,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,hybrid,0899-7071,Clinical Imaging,Elsevier BV,2020-02-01
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1111/nmo.14062,candidate,na,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,hybrid,"1350-1925,1365-2982",Neurogastroenterology & Motility,Wiley,2020-12-27
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1093/ecco-jcc/jjab168,candidate,na,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,hybrid,"1873-9946,1876-4479",Journal of Crohn's and Colitis,Oxford University Press (OUP),2021-10-02
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1007/s00261-018-1734-6,supervisor,last,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,hybrid,"2366-004X,2366-0058",Abdominal Radiology,Springer Science and Business Media LLC,2018-08-14
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1111/apt.14190,supervisor,last,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,green,0269-2813,Alimentary Pharmacology & Therapeutics,Wiley,2017-06-27
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1007/s00330-020-07245-2,supervisor,last,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,hybrid,"0938-7994,1432-1084",European Radiology,Springer Science and Business Media LLC,2020-09-10
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1007/s00261-017-1133-4,supervisor,last,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,hybrid,"2366-004X,2366-0058",Abdominal Radiology,Springer Science and Business Media LLC,2017-04-09
53,kyra van rijn,jaap stoker,the netherlands,amsterdam umc,radiology,10.1148/radiol.2017162931,supervisor,last,no,2022,mri for gastrointestinal diseases,https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501,NA,FALSE,bronze,"0033-8419,1527-1315",Radiology,Radiological Society of North America (RSNA),2018-02-01
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1183/13993003.02603-2021,candidate,na,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,closed,"0903-1936,1399-3003",European Respiratory Journal,European Respiratory Society (ERS),2021-11-25
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1016/j.jaci.2020.04.018,candidate,na,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,green,0091-6749,Journal of Allergy and Clinical Immunology,Elsevier BV,2021-01-01
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1016/j.jaci.2020.05.038,candidate,na,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,hybrid,0091-6749,Journal of Allergy and Clinical Immunology,Elsevier BV,2020-11-01
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.3390/metabo11120872,supervisor,last,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,gold,2218-1989,Metabolites,MDPI AG,2021-12-15
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1159/000511459,supervisor,last,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,closed,"0025-7931,1423-0356",Respiration,S. Karger AG,2020-01-01
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1016/j.jaip.2020.04.029,supervisor,last,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,closed,2213-2198,The Journal of Allergy and Clinical Immunology: In Practice,Elsevier BV,2020-10-01
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1183/23120541.00307-2020,supervisor,last,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,gold,2312-0541,ERJ Open Research,European Respiratory Society (ERS),2020-10-01
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.3390/molecules26051357,supervisor,last,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,gold,1420-3049,Molecules,MDPI AG,2021-03-04
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1111/pai.13494,supervisor,last,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,hybrid,"0905-6157,1399-3038",Pediatric Allergy and Immunology,Wiley,2021-03-29
54,mahmoud ismael abdel-aziz ibrahim,anke-hilse maitland-van der zee,the netherlands,amsterdam umc,respiratory medicine,10.1111/pde.13455,supervisor,last,no,2022,omics-guided precision medicine,https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973,NA,FALSE,green,0736-8046,Pediatric Dermatology,Wiley,2018-03-24
55,melissa uil,sandrine florquin,the netherlands,amsterdam umc,pathology,10.1093/ckj/sfz145,candidate,na,no,2022,the role of platelets in diabetic nephropathy and renal fibrosis,https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982,NA,FALSE,gold,2048-8513,Clinical Kidney Journal,Oxford University Press (OUP),2019-10-23
55,melissa uil,sandrine florquin,the netherlands,amsterdam umc,pathology,10.1038/s41598-018-23839-9,candidate,na,no,2022,the role of platelets in diabetic nephropathy and renal fibrosis,https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982,NA,FALSE,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2018-04-03
55,melissa uil,sandrine florquin,the netherlands,amsterdam umc,pathology,10.1093/ckj/sfaa019,supervisor,last,no,2022,the role of platelets in diabetic nephropathy and renal fibrosis,https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982,NA,FALSE,gold,2048-8513,Clinical Kidney Journal,Oxford University Press (OUP),2020-03-24
55,melissa uil,sandrine florquin,the netherlands,amsterdam umc,pathology,10.1097/TP.0000000000002712,supervisor,last,no,2022,the role of platelets in diabetic nephropathy and renal fibrosis,https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982,NA,FALSE,closed,0041-1337,Transplantation,Ovid Technologies (Wolters Kluwer Health),2019-12-01
55,melissa uil,sandrine florquin,the netherlands,amsterdam umc,pathology,10.1016/j.trim.2017.12.005,supervisor,last,no,2022,the role of platelets in diabetic nephropathy and renal fibrosis,https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982,NA,FALSE,hybrid,0966-3274,Transplant Immunology,Elsevier BV,2018-04-01
55,melissa uil,sandrine florquin,the netherlands,amsterdam umc,pathology,10.1111/his.13385,supervisor,last,no,2022,the role of platelets in diabetic nephropathy and renal fibrosis,https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982,NA,FALSE,closed,0309-0167,Histopathology,Wiley,2017-12-22
55,melissa uil,sandrine florquin,the netherlands,amsterdam umc,pathology,10.1038/s41598-019-53890-z,supervisor,last,no,2022,the role of platelets in diabetic nephropathy and renal fibrosis,https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982,NA,FALSE,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2019-11-27
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1002/jor.25068,candidate,na,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,hybrid,"0736-0266,1554-527X",Journal of Orthopaedic Research,Wiley,2021-05-12
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1002/ca.23525,candidate,na,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,hybrid,"0897-3806,1098-2353",Clinical Anatomy,Wiley,2019-12-06
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1002/jor.24163,candidate,na,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,bronze,"0736-0266,1554-527X",Journal of Orthopaedic Research,Wiley,2018-11-29
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1371/journal.pone.0205752,supervisor,last,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2018-10-22
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1007/s00414-019-02197-9,supervisor,last,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,hybrid,"0937-9827,1437-1596",International Journal of Legal Medicine,Springer Science and Business Media LLC,2019-11-16
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1016/j.mod.2019.103556,supervisor,last,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,bronze,0925-4773,Mechanisms of Development,Elsevier BV,2019-08-01
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1007/s00414-019-02219-6,supervisor,last,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,hybrid,"0937-9827,1437-1596",International Journal of Legal Medicine,Springer Science and Business Media LLC,2019-12-18
56,roeland paulus kleipool,roelof-jan oostra,the netherlands,amsterdam umc,medical biology,10.1007/s00414-017-1546-1,supervisor,last,no,2022,on the cornerstone of our body: functional and clinical anatomy of the hindfoot,https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce,NA,FALSE,hybrid,"0937-9827,1437-1596",International Journal of Legal Medicine,Springer Science and Business Media LLC,2017-02-23
57,rianne de jong,arjan bel,the netherlands,amsterdam umc,radiation oncology,10.1186/s13014-020-1461-3,candidate,na,no,2022,individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation,https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121,NA,FALSE,gold,1748-717X,Radiation Oncology,Springer Science and Business Media LLC,2020-01-13
57,rianne de jong,arjan bel,the netherlands,amsterdam umc,radiation oncology,10.1186/s13014-020-01597-1,candidate,na,no,2022,individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation,https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121,NA,FALSE,gold,1748-717X,Radiation Oncology,Springer Science and Business Media LLC,2020-07-09
57,rianne de jong,arjan bel,the netherlands,amsterdam umc,radiation oncology,10.1186/s13014-021-01866-7,candidate,na,no,2022,individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation,https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121,NA,FALSE,gold,1748-717X,Radiation Oncology,Springer Science and Business Media LLC,2021-07-23
57,rianne de jong,arjan bel,the netherlands,amsterdam umc,radiation oncology,10.1002/acm2.12488,supervisor,last,no,2022,individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation,https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121,NA,FALSE,gold,1526-9914,Journal of Applied Clinical Medical Physics,Wiley,2018-11-09
57,rianne de jong,arjan bel,the netherlands,amsterdam umc,radiation oncology,10.1088/1361-6560/abe04e,supervisor,last,no,2022,individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation,https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121,NA,FALSE,green,"0031-9155,1361-6560",Physics in Medicine & Biology,IOP Publishing,2021-02-12
