referenceid	timestamp_started	timestamp_finished	pair	phd_candidate	supervisor	country	institute	subfield	pmid	owner	position_author_supervisor	concern_methods_tools_devlpmnt_or_review	thesis_year	thesis_title	thesis_link	doi	oa_status	issn	journal	publisher	publication_date_unpaywall	is_open_data	open_data_category	is_open_code	open_data_statements	open_code_statements	downloaded	open_methods_yn	unsure_explanation	type_of_open_methods_trial_registration_number	type_of_open_methods_preregistration	type_of_open_methods_protocol	type_of_open_methods_open_notebook	type_of_open_methods_open_code	type_of_open_methods_Other	link_open_methods	public_link_open_methods	additional_remarks
243	2022-03-15 07:09:41	2022-03-15 07:09:52	26	Yang Ge	Marco C. DeRuiter	Netherlands	Leiden UMC	cardiology	34440833	candidate	na	no	2021	Modeling of the cardiac sympathetic nervous system and the contribution of epicardium-derived cells	https://hdl.handle.net/1887/3247258	10.3390/cells10082064	gold	2073-4409	Cells	MDPI AG	12.08.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
244	2022-03-15 07:09:58	2022-03-15 07:10:02	27	Frank de Vos	S.A.R.B. Rombouts	Netherlands	Leiden UMC	neuroscience	31112788	supervisor	last	no	2021	Multimodal MRI-based classification of Alzheimer	https://hdl.handle.net/1887/3245855	10.1016/j.neuroimage.2019.05.044	hybrid	1053-8119	NeuroImage	Elsevier BV	01.10.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
245	2022-03-15 07:10:07	2022-03-15 07:10:12	27	Frank de Vos	S.A.R.B. Rombouts	Netherlands	Leiden UMC	neuroscience	29258890	supervisor	last	no	2021	Multimodal MRI-based classification of Alzheimer	https://hdl.handle.net/1887/3245855	10.1016/j.neuroimage.2017.12.035	hybrid	1053-8119	NeuroImage	Elsevier BV	01.04.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
248	2022-03-15 07:10:17	2022-03-15 07:10:21	27	Frank de Vos	S.A.R.B. Rombouts	Netherlands	Leiden UMC	neuroscience	32554321	candidate	na	no	2021	Multimodal MRI-based classification of Alzheimer	https://hdl.handle.net/1887/3245855	10.1016/j.nicl.2020.102303	gold	2213-1582	NeuroImage: Clinical	Elsevier BV	01.01.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
249	2022-03-15 07:10:28	2022-03-15 07:10:32	28	Esm? van der Gracht	Frits Koning	Netherlands	Leiden UMC	molecular_biology	29511064	supervisor	last	no	2021	Dissecting the heterogeneity of circulating and tissue-resident memory T cells	https://hdl.handle.net/1887/3245200	10.1084/jem.20171934	hybrid	0022-1007,1540-9538	Journal of Experimental Medicine	Rockefeller University Press	06.03.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
250	2022-03-15 07:10:38	2022-03-15 07:10:41	28	Esm? van der Gracht	Frits Koning	Netherlands	Leiden UMC	molecular_biology	31474997	supervisor	last	no	2021	Dissecting the heterogeneity of circulating and tissue-resident memory T cells	https://hdl.handle.net/1887/3245200	10.3389/fimmu.2019.01932	gold	1664-3224	Frontiers in Immunology	Frontiers Media SA	14.08.2019	TRUE	field-specific repository, data availability statement	FALSE	immune landscape in fetal tissues  data availability  funding  mass cytometry data are available via flow repository (https:// flowrepository.org/id/fr-fcm-z26t).      data availability  funding  mass cytometry data are available via flow repository (https:// flowrepository.org/id/fr-fcm-z26t		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
251	2022-03-15 07:10:45	2022-03-15 07:10:49	28	Esm? van der Gracht	Frits Koning	Netherlands	Leiden UMC	molecular_biology	31048269	supervisor	last	no	2021	Dissecting the heterogeneity of circulating and tissue-resident memory T cells	https://hdl.handle.net/1887/3245200	10.1016/j.jneuroim.2019.04.009	hybrid	0165-5728	Journal of Neuroimmunology	Elsevier BV	01.07.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
253	2022-03-15 07:10:53	2022-03-15 07:17:32	28	Esm? van der Gracht	Frits Koning	Netherlands	Leiden UMC	molecular_biology	33458613	candidate	na	no	2021	Dissecting the heterogeneity of circulating and tissue-resident memory T cells	https://hdl.handle.net/1887/3245200	10.1016/j.isci.2020.101954	gold	2589-0042	iScience	Elsevier BV	01.01.2021	FALSE		FALSE			TRUE	Yes	NULL	0	0	0	0	0	1	https://www.cell.com/cms/10.1016/j.isci.2020.101954/attachment/a22d696a-0709-4058-bd64-eb9866c3665f/mmc1	Yes	NULL
254	2022-03-15 07:11:13	2022-03-15 07:11:21	28	Esm? van der Gracht	Frits Koning	Netherlands	Leiden UMC	molecular_biology	33293355	candidate	na	no	2021	Dissecting the heterogeneity of circulating and tissue-resident memory T cells	https://hdl.handle.net/1887/3245200	10.1136/jitc-2020-001133	gold	2051-1426	Journal for ImmunoTherapy of Cancer	BMJ	01.12.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
255	2022-03-15 07:11:25	2022-03-15 07:11:32	28	Esm? van der Gracht	Frits Koning	Netherlands	Leiden UMC	molecular_biology	33467606	candidate	na	yes	2021	Dissecting the heterogeneity of circulating and tissue-resident memory T cells	https://hdl.handle.net/1887/3245200	10.3390/cells10010164	gold	2073-4409	Cells	MDPI AG	15.01.2021	FALSE		FALSE			TRUE	Unsure	Is a review paper, should be removed! 	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
256	2022-03-15 07:11:37	2022-03-15 07:11:45	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	30979860	supervisor	last	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.1212/wnl.0000000000007456	green	0028-3878,1526-632X	Neurology	Ovid Technologies (Wolters Kluwer Health)	12.04.2019	TRUE	general-purpose repository	TRUE	ngs bioinformatic analysis: variant identification sequence alignment was performed with the torrent mapping alignment program (github.com/iontorrent/tmap ion torrent for life technologies) which was developed speci	ngs bioinformatic analysis: variant identification sequence alignment was performed with the torrent mapping alignment program (github.com/iontorrent/tmap ion torrent for life technologies) which was developed speci	TRUE	Yes	NULL	1	NULL	NULL	NULL	NULL	NULL	clinicaltrials.gov/ct2/show/NCT01970735	Yes	NULL
257	2022-03-15 07:11:53	2022-03-15 07:18:39	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	31676591	supervisor	last	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.1136/jmedgenet-2019-106402	closed	0022-2593,1468-6244	Journal of Medical Genetics	BMJ	01.11.2019	FALSE		FALSE			TRUE	No	'Methods in online supplement' - but that is not available freely	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
258	2022-03-15 07:12:07	2022-03-15 07:12:31	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	32467133	supervisor	last	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.1212/wnl.0000000000009617	green	0028-3878,1526-632X	Neurology	Ovid Technologies (Wolters Kluwer Health)	28.05.2020	TRUE	general-purpose repository	FALSE	full methods and 		TRUE	Yes	NULL	0	0	1	0	0	0	https://datadryad.org/stash/dataset/doi:10.5061/dryad.kwh70rz04	Yes	NULL
259	2022-03-15 07:12:42	2022-03-15 07:12:45	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	29980640	supervisor	last	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.1212/wnl.0000000000005958	green	0028-3878,1526-632X	Neurology	Ovid Technologies (Wolters Kluwer Health)	06.07.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
260	2022-03-15 07:12:50	2022-03-15 07:12:54	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	34880314	supervisor	last	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.1038/s41598-021-03030-3	gold	2045-2322	Scientific Reports	Springer Science and Business Media LLC	01.12.2021	TRUE	field-specific repository	FALSE	the mass spectrometry proteomics data have been deposited to the proteomexchange consortium via the pride partner _repository30 with the dataset identifier pxd023993.		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
261	2022-03-15 07:12:58	2022-03-15 07:19:57	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	29162933	supervisor	last	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.1038/s41431-017-0015-0	hybrid	1018-4813,1476-5438	European Journal of Human Genetics	Springer Science and Business Media LLC	21.11.2017	TRUE	field-specific repository	FALSE	the identi		TRUE	No	They link to their field centre, where I found under &quot;Information for researchers&quot;, this website: https://www.urmc.rochester.edu/neurology/fshd-center/research-info/protocols.aspx, but I am still not able to find it... 	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
262	2022-03-15 07:20:20	2022-03-15 07:20:22	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	32189037	candidate	na	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.1007/s00204-020-02712-7	hybrid	0340-5761,1432-0738	Archives of Toxicology	Springer Science and Business Media LLC	18.03.2020	TRUE	field-specific repository	FALSE	accession numbers: all ms raw data and search files are uploaded to the pride repository with the accession number pxd012559.		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
263	2022-03-15 07:20:26	2022-03-15 07:20:28	29	Bharath Sampadi	Silv?re van der Maarel	Netherlands	Leiden UMC	toxicology	34943915	candidate	na	no	2021	Dose-dependent and compound-specific phospho-signalling responses after (geno)toxic treatment	https://hdl.handle.net/1887/3240142	10.3390/cells10123407	gold	2073-4409	Cells	MDPI AG	03.12.2021	TRUE	field-specific repository	FALSE	data availability statement: data are available via proteomexchange with identifier pxd025376.		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
264	2022-03-15 07:20:32	2022-03-15 07:20:37	30	Renate M Hoogeveen	E.S.G. Kroes	Netherlands	Amsterdam UMC	vascular_biology	30922146	supervisor	last	no	2021	From targeting major cardiovascular players to precision medicine	https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be	10.1161/jaha.118.011662	gold	2047-9980	Journal of the American Heart Association	Ovid Technologies (Wolters Kluwer Health)	02.04.2019	TRUE	supplement	FALSE	an accompanying data s1 is available at https://www.ahajournals.org/doi/suppl/10.1161/jaha.118.011662 correspondence to: ulrich laufs md phd klinik und poliklinik f		TRUE	Yes	NULL	1	NULL	NULL	NULL	NULL	NULL	https://clinicaltrials.gov/ct2/show/NCT02988115?term=NCT02988115&draw=2&rank=1	Yes	NULL
265	2022-03-15 07:20:41	2022-03-15 07:20:56	30	Renate M Hoogeveen	E.S.G. Kroes	Netherlands	Amsterdam UMC	vascular_biology	32877578	supervisor	last	no	2021	From targeting major cardiovascular players to precision medicine	https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be	10.1056/nejmoa1915035	bronze	0028-4793,1533-4406	New England Journal of Medicine	Massachusetts Medical Society	24.09.2020	FALSE		FALSE			TRUE	Yes	NULL	1	NULL	1	NULL	NULL	NULL	 https://clinicaltrials.gov/ct2/show/NCT03263507 AND https://www.nejm.org/doi/suppl/10.1056/NEJMoa1915035/suppl_file/nejmoa1915035_protocol.pdf	Yes	NULL
267	2022-03-15 07:20:59	2022-03-15 07:21:07	30	Renate M Hoogeveen	E.S.G. Kroes	Netherlands	Amsterdam UMC	vascular_biology	34632502	supervisor	last	no	2021	From targeting major cardiovascular players to precision medicine	https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be	10.1093/eurjpc/zwab167	closed	2047-4873,2047-4881	European Journal of Preventive Cardiology	Oxford University Press (OUP)	11.10.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
268	2022-03-15 07:21:12	2022-03-15 07:22:19	30	Renate M Hoogeveen	E.S.G. Kroes	Netherlands	Amsterdam UMC	vascular_biology	29289538	supervisor	last	no	2021	From targeting major cardiovascular players to precision medicine	https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be	10.1016/j.jacl.2017.10.012	hybrid	1933-2874	Journal of Clinical Lipidology	Elsevier BV	01.03.2018	FALSE		FALSE			TRUE	Yes	NULL	1	0	0	0	0	0	https://clinicaltrials.gov/ct2/show/NCT02009865?term=NCT02009865&draw=2&rank=1	Yes	NULL
269	2022-03-15 07:22:23	2022-03-15 07:22:31	30	Renate M Hoogeveen	E.S.G. Kroes	Netherlands	Amsterdam UMC	vascular_biology	32919280	supervisor	last	no	2021	From targeting major cardiovascular players to precision medicine	https://hdl.handle.net/11245.1/b6f7cfc6-2a36-45bd-bccb-46871da257be	10.1016/j.atherosclerosis.2020.08.004	hybrid	0021-9150	Atherosclerosis	Elsevier BV	01.10.2020	FALSE		FALSE			TRUE	No	Is this the case Maia was talking about, where a trial does not include its TRN, etc.?	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
274	2022-03-15 07:22:35	2022-03-15 07:22:39	31	Marit Navis	R.M. van Elburg	Netherlands	Amsterdam UMC	epidemiology	29205630	supervisor	last	no	2021	From in vitro to in vivo models, and the impact of early life nutrition	https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb827	10.1111/jpc.13775	closed	1034-4810	Journal of Paediatrics and Child Health	Wiley	05.12.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
275	2022-03-15 07:22:42	2022-03-15 07:22:44	31	Marit Navis	R.M. van Elburg	Netherlands	Amsterdam UMC	epidemiology	33763438	supervisor	last	no	2021	From in vitro to in vivo models, and the impact of early life nutrition	https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb828	10.3389/fnut.2021.561419	gold	2296-861X	Frontiers in Nutrition	Frontiers Media SA	08.03.2021	FALSE		FALSE			TRUE	Yes	NULL	1	NULL	NULL	NULL	NULL	NULL	https://www.isrctn.com/ISRCTN15469594?q=ISRCTN15469594&filters=&sort=&offset=1&totalResults=1&page=1&pageSize=10&searchType=basic-search	Yes	NULL
276	2022-03-15 07:22:48	2022-03-15 07:22:50	31	Marit Navis	R.M. van Elburg	Netherlands	Amsterdam UMC	epidemiology	29193281	supervisor	last	no	2021	From in vitro to in vivo models, and the impact of early life nutrition	https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb829	10.1111/apa.14167	closed	0803-5253	Acta Paediatrica	Wiley	26.12.2017	FALSE		FALSE			TRUE	Yes	NULL	1	NULL	NULL	NULL	NULL	NULL	https://www.isrctn.com/ISRCTN73254583?q=ISRCTN73254583&filters=&sort=&offset=1&totalResults=1&page=1&pageSize=10&searchType=basic-search	Yes	NULL
277	2022-03-15 07:22:55	2022-03-15 07:22:57	31	Marit Navis	R.M. van Elburg	Netherlands	Amsterdam UMC	epidemiology	33158188	candidate	na	no	2021	From in vitro to in vivo models, and the impact of early life nutrition	https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb830	10.3390/nu12113391	gold	2072-6643	Nutrients	MDPI AG	04.11.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
278	2022-03-15 07:23:00	2022-03-15 07:23:02	31	Marit Navis	R.M. van Elburg	Netherlands	Amsterdam UMC	epidemiology	32316586	candidate	na	no	2021	From in vitro to in vivo models, and the impact of early life nutrition	https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb831	10.3390/nu12041125	gold	2072-6643	Nutrients	MDPI AG	17.04.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
279	2022-03-15 07:23:05	2022-03-15 07:23:11	31	Marit Navis	R.M. van Elburg	Netherlands	Amsterdam UMC	epidemiology	30530633	candidate	na	no	2021	From in vitro to in vivo models, and the impact of early life nutrition	https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb832	10.15252/embr.201846221	hybrid	1469-221X,1469-3178	EMBO reports	EMBO	10.12.2018	TRUE	field-specific repository, data availability statement	FALSE	data availability the microarray data from this publication have been deposited to the geo database (https://www.ncbi.nlm.nih.gov/geo/) and assigned the identifier gse118982.      data availability the microarray data from this publication have been deposited to the geo database (https://www.ncbi.nlm.nih.gov/geo/) and assigned the identifier gse118982		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
